SiteId,SiteName,County,Township,TWD67Lon,TWD67Lat,Rainfall10min,Rainfall1hr,Rainfall3hr,Rainfall6hr,Rainfall12hr,Rainfall24hr,Now,Unit,PublishTime
C0M810,里佳,嘉義縣,阿里山鄉,120.7066,23.3949,0,0,0,0.5,3,9.5,1,局屬無人測站,2016-05-24 08:00:00
C0M800,茶山,嘉義縣,阿里山鄉,120.6567,23.3008,0,0,0,0,1,1,1,局屬無人測站,2016-05-24 08:00:00
C0K550,蔦松,雲林縣,水林鄉,120.2216,23.5161,0,0.5,0.5,0.5,1,1,0.5,局屬無人測站,2016-05-24 08:00:00
C1K540,口湖,雲林縣,口湖鄉,120.1724,23.5871,0,0,0,0,0,0,0,局屬無人測站,2016-05-24 08:00:00
C1I500,大尖山,南投縣,仁愛鄉,120.9867,23.8603,0,0,0,0,1.5,2,0,局屬無人測站,2016-05-24 08:00:00
C1I510,線浸林道,南投縣,鹿谷鄉,120.8232,23.7633,0,0,0,0.5,0.5,17.5,0.5,局屬無人測站,2016-05-24 08:00:00
C1I450,望鄉山,南投縣,信義鄉,120.9361,23.5942,0,0,0,0,0,4,0,局屬無人測站,2016-05-24 08:00:00
C0I460,南投,南投縣,南投市,120.6873,23.9115,0,0,0,0,0,34.5,0,局屬無人測站,2016-05-24 08:00:00
C0V810,左營,高雄市,左營區,120.2849,22.6749,0,2.5,5.5,5.5,6.5,7,5.5,局屬無人測站,2016-05-24 08:00:00
C0I080,信義,南投縣,信義鄉,120.8428,23.6914,0,0,0,0.5,0.5,3.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0H890,埔里,南投縣,埔里鎮,120.9442,23.9722,0,0,0,4.5,4.5,6,4.5,局屬無人測站,2016-05-24 08:00:00
C0K250,崙背,雲林縣,崙背鄉,120.3108,23.7575,0,0,0,0,0,1,0,局屬無人測站,2016-05-24 08:00:00
C0M770,嘉義梅山,嘉義縣,梅山鄉,120.5475,23.5871,0,0,0,0,0.5,0.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0M790,新港,嘉義縣,新港鄉,120.3376,23.5550,0,0,0,0,0,16.5,0,局屬無人測站,2016-05-24 08:00:00
C0M740,六腳,嘉義縣,六腳鄉,120.2825,23.4946,0,0,0,0,0,6,0,局屬無人測站,2016-05-24 08:00:00
C0M780,鹿草,嘉義縣,鹿草鄉,120.3002,23.4131,0,0,0,0,0,6,0,局屬無人測站,2016-05-24 08:00:00
C0M750,布袋,嘉義縣,布袋鎮,120.1597,23.3826,0,0,0,0,2.5,2.5,0,局屬無人測站,2016-05-24 08:00:00
C0K500,元長,雲林縣,元長鄉,120.3069,23.6515,0,0,0,0,0,5,0,局屬無人測站,2016-05-24 08:00:00
C0K510,水林,雲林縣,水林鄉,120.2378,23.5747,0,0,0,0,0,0.5,0,局屬無人測站,2016-05-24 08:00:00
C0K530,臺西,雲林縣,臺西鄉,120.1894,23.7033,0,0,0,0,0,0,0,局屬無人測站,2016-05-24 08:00:00
C0G750,竹塘,彰化縣,竹塘鄉,120.3743,23.8484,0,0,0,0,0,9,0,局屬無人測站,2016-05-24 08:00:00
C0K480,莿桐,雲林縣,莿桐鄉,120.4942,23.7629,0,0,0,0,0,5,0,局屬無人測站,2016-05-24 08:00:00
C0K450,大埤,雲林縣,大埤鄉,120.4234,23.6478,0,0,0,0,0,3.5,0,局屬無人測站,2016-05-24 08:00:00
C0M760,民雄,嘉義縣,民雄鄉,120.4203,23.5535,0,0,0,0,0,7.5,0,局屬無人測站,2016-05-24 08:00:00
C0K520,雲林東勢,雲林縣,東勢鄉,120.2447,23.6767,0,0.5,0.5,0.5,0.5,0.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0K490,古坑,雲林縣,古坑鄉,120.5516,23.6561,0,0,0,0,0,0,0,局屬無人測站,2016-05-24 08:00:00
C0G740,大城,彰化縣,大城鄉,120.3128,23.8542,0,0,0,0,0,8.5,0,局屬無人測站,2016-05-24 08:00:00
C0K470,林內,雲林縣,林內鄉,120.6015,23.7504,0,0,0,0.5,0.5,3.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0M680,太保,嘉義縣,太保市,120.3233,23.4568,0,0,0,0,0,9,0,局屬無人測站,2016-05-24 08:00:00
C0K410,北港,雲林縣,北港鎮,120.2837,23.5758,0,0.5,0.5,0.5,0.5,5.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0M650,朴子,嘉義縣,朴子市,120.2309,23.4364,0,0,0,0,0,0,0,局屬無人測站,2016-05-24 08:00:00
C0K400,斗六,雲林縣,斗六市,120.5330,23.7223,0,0,0,0,0,1,0,局屬無人測站,2016-05-24 08:00:00
C0K460,斗南,雲林縣,斗南鎮,120.4702,23.6805,0,0,0,0,0,0,0,局屬無人測站,2016-05-24 08:00:00
C0G720,溪州,彰化縣,溪州鄉,120.4909,23.8533,0,0,0,0.5,0.5,1.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0X240,關子嶺,臺南市,白河區,120.4995,23.3331,0,0,0,0,1,5,1,局屬無人測站,2016-05-24 08:00:00
C0X270,柳營,臺南市,柳營區,120.3655,23.2590,0,0,0,0,1.5,11,1,局屬無人測站,2016-05-24 08:00:00
C0M730,嘉義市東,嘉義市,東區,120.4524,23.4594,0,0,0,0,0.5,4,0.5,局屬無人測站,2016-05-24 08:00:00
C0M690,水上,嘉義縣,水上鄉,120.3808,23.4215,0,0,0,0,0,6,0,局屬無人測站,2016-05-24 08:00:00
C0M710,東石,嘉義縣,東石鄉,120.1457,23.4607,0,0,0,0,8.5,8.5,0,局屬無人測站,2016-05-24 08:00:00
C0M670,大林,嘉義縣,大林鎮,120.4503,23.6024,0,0,0,0,0,1.5,0,局屬無人測站,2016-05-24 08:00:00
C0K390,土庫,雲林縣,土庫鎮,120.3874,23.6808,0,0,0,0,0,2.5,0,局屬無人測站,2016-05-24 08:00:00
C0K420,西螺,雲林縣,西螺鎮,120.4593,23.8022,0,0,0,0.5,0.5,3.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0X260,後壁,臺南市,後壁區,120.3542,23.3681,0,0,0,0,0,4,0,局屬無人測站,2016-05-24 08:00:00
C0X220,學甲,臺南市,學甲區,120.1741,23.2321,0,0,0,0,0,0,0,局屬無人測站,2016-05-24 08:00:00
C0X230,鹽水,臺南市,鹽水區,120.2395,23.2743,0,0,0,0,0.5,0.5,0,局屬無人測站,2016-05-24 08:00:00
C0M640,中埔,嘉義縣,中埔鄉,120.5315,23.4271,0,0,0,0,0.5,2,0.5,局屬無人測站,2016-05-24 08:00:00
C0M700,竹崎,嘉義縣,竹崎鄉,120.5474,23.5279,0,0,0,0,1,1.5,1,局屬無人測站,2016-05-24 08:00:00
C0K440,二崙,雲林縣,二崙鄉,120.4008,23.7746,0,0,0,0,0,1.5,0,局屬無人測站,2016-05-24 08:00:00
C0M660,溪口,嘉義縣,溪口鄉,120.3954,23.6059,0,0,0,0,0,6,0,局屬無人測站,2016-05-24 08:00:00
C0K430,褒忠,雲林縣,褒忠鄉,120.2955,23.6927,0,0,0,0.5,0.5,2,0.5,局屬無人測站,2016-05-24 08:00:00
C0X280,將軍,臺南市,將軍區,120.1277,23.2167,0,0,0,1.5,1.5,1.5,1.5,局屬無人測站,2016-05-24 08:00:00
C0X250,新營,臺南市,新營區,120.3086,23.3124,0,0,0,0,0,0,0,局屬無人測站,2016-05-24 08:00:00
C0M720,番路,嘉義縣,番路鄉,120.5460,23.4664,0,0.5,0.5,0.5,1,2,1,局屬無人測站,2016-05-24 08:00:00
C0X210,白河,臺南市,白河區,120.4063,23.3492,0,0,0,0,0.5,4.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0G730,二林,彰化縣,二林鎮,120.3679,23.9051,0,0,0,0,0,19.5,0,局屬無人測站,2016-05-24 08:00:00
C0I410,名間,南投縣,名間鄉,120.6933,23.8388,0,0,0,0.5,0.5,35.5,0.5,局屬無人測站,2016-05-24 08:00:00
C0I380,集集,南投縣,集集鎮,120.7933,23.8300,0,0,0,0,0,6.5,0,局屬無人測站,2016-05-24 08:00:00
C0I360,水里,南投縣,水里鄉,120.8417,23.8143,0,0,0,0,0,15,0,局屬無人測站,2016-05-24 08:00:00
C0I390,仁愛,南投縣,仁愛鄉,121.1241,24.0239,0,0,0.5,1,1.5,6.5,1,局屬無人測站,2016-05-24 08:00:00
C1I430,翠華,南投縣,仁愛鄉,121.2161,24.1937,0,0,2,2,4,7,2,局屬無人測站,2016-05-24 08:00:00
C0I420,國姓,南投縣,國姓鄉,120.8469,24.0396,0,0,0,1,1,25
